wuyu_000001	每次娇娇你再唠唠本先生
wuyu_002032	好的一起出去看看
wuyu_002033	困醒子记得吃啊嘿嘿
wuyu_002034	真心的帮你带起走嘛
wuyu_002035	明朝过来坐坐啊
wuyu_002036	农民早上都搭啥么子
wuyu_002037	对个就是伊个如果就是㑚
wuyu_002038	啥个么子啊搿面弄的
wuyu_002039	呢知地总坤该啊呢
wuyu_002040	侬是我做梦踢到的
wuyu_002041	辣海盖现在谁辣海盖
wuyu_002042	屋得乡屋得
wuyu_002043	唉下趟早啷向勿可以过去呀
wuyu_002044	插吧堵秧子吧
wuyu_002045	你是哦是格的内不晓得噶
wuyu_002046	那些猪不会讲闲话的啊
wuyu_002047	新余快清明了很想你爸爸
wuyu_002048	少次发语我本来就蛮快乐的
wuyu_002049	你先用着等我弄好了再买
wuyu_002050	搿至少侬留封信拨伊拉
wuyu_002051	有没有人帮侬设计呀
wuyu_002052	吾突然想起来桩事体
wuyu_002053	还是算了一次就够了
wuyu_002054	你挂了我的 q 嘛
wuyu_002055	明早要上课我困觉的
wuyu_002056	哈主要是没看到过
wuyu_002057	考虑的你也为欠债要得的行为负责
wuyu_002058	试试就晓得
wuyu_002059	啊烤鱼到我吃不香香
wuyu_002060	等一些子问一下来呗
wuyu_002061	今朝勿来学了哈
wuyu_002062	奴大鱼啊那水屁熬不
wuyu_002063	他姥姥他你刚喊我
wuyu_002064	能安息阿子心神福海啊
wuyu_002065	等他一下再讲我哭了
wuyu_002066	不具体也同你当我讲
wuyu_002067	了该车子高头容易困觉
wuyu_002068	看了个就好就满足了
wuyu_002069	余永南 ai ps 造势
wuyu_002070	到侬电脑高头寻拨我看
wuyu_002071	哦熬盖稳特
wuyu_002072	八点多了侬还来伐
wuyu_002073	晕谢的呢我说的不是这个
wuyu_002074	讲两个人蹲辣一道没闲话讲
wuyu_002075	闹个名哈哈不但无大志
wuyu_002076	没得困推阿拉爸去检查
wuyu_002077	你老公还上班啊
wuyu_002078	嗨啵熬风听声呢
wuyu_002079	来被广告定机撇
wuyu_002080	熬夜的要困觉了
wuyu_002081	个么喊侬读高志武也来赛了
wuyu_002082	两百多的到手了
wuyu_002083	我当着你讲啥个呢
wuyu_002084	我大概十一点钟到屋里
wuyu_002085	来张扎啤再来一箱
wuyu_002086	总算看到侬小子勒现场
wuyu_002087	勿是每个人侪一样额
wuyu_002088	拿我当马芳嘎吗
wuyu_002089	啥个还有十五个号头
wuyu_002090	男朋友老多诶搭点只好勿来
wuyu_002091	搿快勿快乐些嘛
wuyu_002092	吾正勒做饭呢炒三只菜
wuyu_002093	妈俺看见我不那个吗
wuyu_002094	连我侪勿认得哉该伐
wuyu_002095	吾哪能可能困得着呢
wuyu_002096	吾敏感吾为啥个要敏感
wuyu_002097	辣海中浪向看到侬了
wuyu_002098	来做微信的传上发
wuyu_002099	阿拉已经被抽了半年了
wuyu_002100	诶搿哪能勿勒大连做呢
wuyu_002101	嘿那背一个immediately懂的
wuyu_002102	晓得了担心我啥么子
wuyu_002103	我的小宝贝
wuyu_002104	晓得了明朝拿侬弄过去哈
wuyu_002105	索奇诺阿雷了吧
wuyu_002106	想要的会等我的侬
wuyu_002107	那媒体塞文塔奥维尔
wuyu_002108	啥人可以搭救我啊
wuyu_002109	吃完算吃完了还吃海味
wuyu_002110	我手机高头只有一首歌
wuyu_002111	勿是啊侬港侬老高的吗
wuyu_002112	可能我一定要知咯
wuyu_002113	看开眼没过勿去额坎
wuyu_002114	没我老婆讲的
wuyu_002115	可吃啥弄成了帮务
wuyu_002116	萝卜我都吃脏了
wuyu_002117	他日发展也来塞
wuyu_002118	呢啥等光回公司呢
wuyu_002119	你是我今生最大的奇迹
wuyu_002120	诶勿急用港吾帮侬港声
wuyu_002121	伊拉今朝跟我急眼了
wuyu_002122	你多了解彼此嘛你认为够吗
wuyu_002123	等特先打电话讲一讲就好了
wuyu_002124	倒了半瓶也没感觉酸
wuyu_002125	哈个没文字嗯啊
wuyu_002126	熬汤呢来了的买等
wuyu_002127	谁是勿能怀孕的药
wuyu_002128	也刚好整理整理
wuyu_002129	这俩害水没法处了
wuyu_002130	冒名是子弹吧
wuyu_002131	个么你俩高头真还一对
wuyu_002132	老婆哪能勿辣盖啊
wuyu_002133	你会分捞忙西啊
wuyu_002134	那自黑啦明早上班啦
wuyu_002135	遇得到侬早点勿来赛
wuyu_002136	过去了就我自家
wuyu_002137	没钞票啦办勿了
wuyu_002138	哦你俩搞的哪一单没得事体勿要担心
wuyu_002139	哪哈又是一只变形
wuyu_002140	阿拉年底结婚伐
wuyu_002141	侬会噶早就坦白
wuyu_002142	等一歇侬再港吾弄困着的
wuyu_002143	就霸道了哪能啊
wuyu_002144	可惜爷娘勿大同意
wuyu_002145	看下嘛噶许多
wuyu_002146	摇出侬额感情摇出侬额爱
wuyu_002147	嗯吧我也快起床了
wuyu_002148	吾想演你搿种性格的
wuyu_002149	拿你的毕业照片拨吾看看
wuyu_002150	我忙些去了幺妈妈
wuyu_002151	妹子侬现在出现了呀
wuyu_002152	手机没电了夜到再讲伐
wuyu_002153	谁说贪个好样的幸福
wuyu_002154	那半个辰光分手
wuyu_002155	假牙一百八一支哦
wuyu_002156	侬又勿听闲话了
wuyu_002157	没事体啦包扎一下就好了
wuyu_002158	我生君未生君生我已老
wuyu_002159	就当没搿桩事体
wuyu_002160	侬要不要介勿淑女啊
wuyu_002161	吾还怕拿伊拉教的勿好
wuyu_002162	唱中午回来呀
wuyu_002163	下半日没我嚟做些
wuyu_002164	到底是几个人啊
wuyu_002165	新妇啊勿理吾啊
wuyu_002166	我只想让侬快乐
wuyu_002167	生活总之一屋子
wuyu_002168	我也想快点过去
wuyu_002169	能算西部大比特吗也已经上火气
wuyu_002170	侬闹李必俊报上去吧伊没的
wuyu_002171	不晓得呀你来么就晓得了
wuyu_002172	侬告侬老婆分咯
wuyu_002173	真的真的我会好好去对你的
wuyu_002174	没我就是想问问嘛
wuyu_002175	好啊我承认
wuyu_002176	猪婆饭也吃了
wuyu_002177	可是我犹豫啊急
wuyu_002178	拿么子侪翻了没寻着钞票
wuyu_002179	阿姐还勿晓得侬啥名字呢
wuyu_002180	谢光你娘哄了嘿
wuyu_002181	舅舅生日快乐
wuyu_002182	上课还耍手机啊
wuyu_002183	你也不去待会儿换socks衣裳
wuyu_002184	是走很远的地区耍凶杀
wuyu_002185	久别离开啊
wuyu_002186	弄得吾也想转去了
wuyu_002187	你是烟台哪得地个
wuyu_002188	吾搿辰光勿是单恋吗
wuyu_002189	嗯等一些去寻呢
wuyu_002190	有啥个侬帮小戴分担
wuyu_002191	早上好搿一觉不错
wuyu_002192	只是看评论打酱油的
wuyu_002193	你想写的少个闷熬水烤鱼了
wuyu_002194	侬就看最后就可以了
wuyu_002195	早毛啊都上了几个钟头班了
wuyu_002196	吾过问阿里搭
wuyu_002197	所以吾怕再跟侬有关系
wuyu_002198	有后盾没给个资格就可以
wuyu_002199	你要我哪哈可以让侬相信
wuyu_002200	诶烤鱼今日下蛮清的熬高吃不
wuyu_002201	侬想白相了可以来寻吾
wuyu_002202	now一开始是这样子想的
wuyu_002203	来再虚高一些些
wuyu_002204	楼下老公我吧龚敏招啊
wuyu_002205	汗还叫坤盖啊拜拜
wuyu_002206	侬额酒量老好额
wuyu_002207	女人有辰光笨点才可爱
wuyu_002208	好啊那宝贝赶快困吧
wuyu_002209	我不是妇女也开心
wuyu_002210	搿勿是废话吗
wuyu_002211	啥人买啊我又不是油纸布
wuyu_002212	日啊我演的现代老板文丁
wuyu_002213	你难道喜欢那种感觉吗
wuyu_002214	是躲避什么嘛
wuyu_002215	你帮我发短信噻
wuyu_002216	前面哪行桩事体吾个错
wuyu_002217	做乘风组出来的点心
wuyu_002218	我现在穷没办法
wuyu_002219	吾有辰光陪侬聊天
wuyu_002220	看到了衣裳侪勿扣
wuyu_002221	熬个心肝你那啥啥内裤
wuyu_002222	再高一些啊能再低许多啊
wuyu_002223	流血真的不痛
wuyu_002224	谢我告也是老大熬奶在影子
wuyu_002225	侬媒体投资多少钞票啊
wuyu_002226	要不要噶用功啊
wuyu_002227	哪能有吾哪能勿想侬呢
wuyu_002228	宝贝侬是勿是勒海忙
wuyu_002229	不晓得公司名称是创力
wuyu_002230	你ask他你个高中生菜想么子
wuyu_002231	楼特瓦分最嗨
wuyu_002232	我咨询着再等着老公
wuyu_002233	今早吃三口吗
wuyu_002234	啊够弄啦弄啦
wuyu_002235	王总你最近老了五大father啊
wuyu_002236	得啦侬是咋地的啊
wuyu_002237	还是穷一点快乐
wuyu_002238	我刚才也是快点走来的
wuyu_002239	分就是想逗逗你
wuyu_002240	我分听过回回扣是自个儿
wuyu_002241	该送你一个海鲜食
wuyu_002242	富江伊老婆生了没啊
wuyu_002243	不是有我的信的么
wuyu_002244	你一上鱼唱啥歌
wuyu_002245	组合一路往老城走吧
wuyu_002246	阿拉文哥太伤不起了
wuyu_002247	嗨啊来白一个
wuyu_002248	媳妇啥事体勿好讲讲
wuyu_002249	阿会得弄网站
wuyu_002250	你哪哈搞技能个
wuyu_002251	来诶搭的侪是十二点多钟困觉
wuyu_002252	哪能了啦啥事体帮吾港港
wuyu_002253	我也没契约我都转正了
wuyu_002254	呃对个我手勿想脏到
wuyu_002255	伊拉抽侬侬就往阳台高头去啊
wuyu_002256	宝宝吃饭饭
wuyu_002257	我喜欢唱歌好听的女生
wuyu_002258	生日快乐啊老姐
wuyu_002259	实际也没事体就是比搿搭好
wuyu_002260	吾上次看侬像啥胖子哇
wuyu_002261	困觉啊哈吾吃力的啦
wuyu_002262	伊是市场总监
wuyu_002263	吾也有搿条微博神经病港额
wuyu_002264	几乎辰光没看见了呢
wuyu_002265	是个作孽额小人
wuyu_002266	无有死期五分钟以后小丫
wuyu_002267	吾吃力的啦浑身没力的
wuyu_002268	我不想让侬太多失望
wuyu_002269	你对婚姻经营会的穷精通的
wuyu_002270	不会是有小人了吧
wuyu_002271	今日费用冇买
wuyu_002272	还勿粘还勿特你阿哥港老实闲话
wuyu_002273	三八节吾送侬一个六 g
wuyu_002274	哦我打字会碎
wuyu_002275	勿搭噶有勇气啊
wuyu_002276	你尽量快点吧多吃点
wuyu_002277	一歇回去了打的六块
wuyu_002278	好像在编的是两千九
wuyu_002279	那是啥辰光哦
wuyu_002280	爷夫喂住我扑少个死吃
wuyu_002281	来我这进帐子吧
wuyu_002282	吾勒广州现在
wuyu_002283	上次探家的辰光
wuyu_002284	手机没电了没得白相了
wuyu_002285	急色还是急死啊
wuyu_002286	要不要一样好啊
wuyu_002287	老公等歇吾打拨侬
wuyu_002288	我只是觉着你勿相信我
wuyu_002289	侬到今朝看书个吗
wuyu_002290	上趟不是被你查着吗
wuyu_002291	龙二爷搂我的嘞
wuyu_002292	安安心心困觉养好精神
wuyu_002293	你是大叫还是你叫呀
wuyu_002294	纳阿是勿是一早罢个的
wuyu_002295	吾就勿应该睬侬
wuyu_002296	我勿是也花了侬的
wuyu_002297	谁住来自你讲的这个人的
wuyu_002298	吾哪能晓得吾也郁闷来
wuyu_002299	侬额网名宁还只吾晓得
wuyu_002300	非也滚你晓得吗
wuyu_002301	阿拉班都辣盖四号画室
wuyu_002302	老二带我当儿子工作
wuyu_002303	推脱一下格子啥意思
wuyu_002304	咁你呢位趴仔
wuyu_002305	相貌老重要侬港是伐
wuyu_002306	now终于有自个的想法
wuyu_002307	小姑娘漂亮啊老不好啊
wuyu_002308	吾要吃三种个饼饼
wuyu_002309	讲出来个辰光还没呢
wuyu_002310	日那侬小屋里啊那侬忙伐
wuyu_002311	逆境时光对自噶讲闲话
wuyu_002312	我个事业侪有个能派躺着
wuyu_002313	诶个爷爷名字爷爷住南昌根
wuyu_002314	鱼类solo类森
wuyu_002315	是的呀来搿搭看海呢感觉真的哈个
wuyu_002316	侬是啥号当呀
wuyu_002317	没人没人讲闲话呢
wuyu_002318	本来还想阿拉三没人去的
wuyu_002319	能给我吃儿子不
wuyu_002320	勿来有啥个阿会勿会个
wuyu_002321	每个号头侪了做好事
wuyu_002322	侬侪吃啥子
wuyu_002323	封侯告示那四个封神
wuyu_002324	衣裳跟裤子最贵
wuyu_002325	你讲侬下趟点侪勿装神经了
wuyu_002326	哪能个能懂你妹子会讲笑笑
wuyu_002327	或者我会想日个
wuyu_002328	呐哈普奥科技的工作啊
wuyu_002329	个不是老无聊啊
wuyu_002330	是吾额出现把侬带来额
wuyu_002331	不包吃住哪能做
wuyu_002332	一共接了三尾巴
wuyu_002333	少年该送年老与女子
wuyu_002334	那侬几点钟黑屋啊
wuyu_002335	给点意见吧俺叫刘德来
wuyu_002336	你也死去个俩名啊
wuyu_002337	那快忙我了哟
wuyu_002338	侬的后果就是更像吾
wuyu_002339	那么偶也勿跟偶讲
wuyu_002340	没夜班舒服点
wuyu_002341	您呢准备上光坑盖
wuyu_002342	看来侬礼拜六天老忙额呀
wuyu_002343	我唔让你用动力着吗
wuyu_002344	拜拜你侄女上这里去
wuyu_002345	阿里搭有夜上饭侪勿吃的哦
wuyu_002346	侬港吾勿理侬了
wuyu_002347	侬窝里个两个号头还用伐
wuyu_002348	王贞子四点多个后厨
wuyu_002349	乖乖我想困觉了侬呢
wuyu_002350	拿侬的拨用用也行
wuyu_002351	嫩们在哪怒打灯哦
wuyu_002352	侬是不是嫌逼我了
wuyu_002353	勿晓得侬是哪能想额
wuyu_002354	课听得我头大
wuyu_002355	离阿拉搿搭有六公里
wuyu_002356	嘿嘿嘿好的啊
wuyu_002357	埃个勿小心打错了
wuyu_002358	今朝去调一个又流血了
wuyu_002359	我觉着人对侬好像
wuyu_002360	随时购买的东西送得来
wuyu_002361	勿大确定了
wuyu_002362	妞拿事体做完
wuyu_002363	一两个中队谁烤鱼的
wuyu_002364	你帮我下只驱动
wuyu_002365	老婆明朝生日哪能过呢
wuyu_002366	我就是想寻别的女人女啊
wuyu_002367	哇嘎嘎有小天鹅舞没啊
wuyu_002368	明天尽快把地址发过来
wuyu_002369	老何干嘛啊孩子
wuyu_002370	对于网恋偶尔饼干
wuyu_002371	那哈分割的历史
wuyu_002372	是偶一搭子好的吗
wuyu_002373	吾阿拉今朝来赛港
wuyu_002374	你只眼乌珠没个能大
wuyu_002375	勿是特侬港是港做啥
wuyu_002376	这我就不知道啦
wuyu_002377	看看色勿色
wuyu_002378	搿下子我心里蛮痒的
wuyu_002379	为啥个侬好啥个吾也勿好
wuyu_002380	之前是勿是罢侬要过照片啊
wuyu_002381	还让帮阿狗讲闲话
wuyu_002382	奶窝是洋洋的名字
wuyu_002383	我就不用相信了
wuyu_002384	下着我还叫车去
wuyu_002385	你搿个地暖是啥个配置啊
wuyu_002386	我去也是一群男人清一色
wuyu_002387	李静那会是你
wuyu_002388	勿晓得想结婚了就告诉了
wuyu_002389	侬要好好注意身体
wuyu_002390	其实吾上网也没事体
wuyu_002391	昨天我也够笨啊
wuyu_002392	两份早餐还不满意
wuyu_002393	勿去了满课谢谢
wuyu_002394	啊哪能可以个能
wuyu_002395	个么侬勿准备教人撒
wuyu_002396	你学习一定很嗨吧
wuyu_002397	那呆蜜与女宝
wuyu_002398	小汤门谁打狗了
wuyu_002399	回来都登记买馒头吗
wuyu_002400	勿是学费超级贵吗
wuyu_002401	你自噶来勒网啷向寻
wuyu_002402	那龙岭我应该哪能走呢
wuyu_002403	讲了巨白你为俺吃着
wuyu_002404	吾手机没铜钿了纳打得来
wuyu_002405	主题啊都刚刚听蛮好听
wuyu_002406	热血传奇阿里一只捏
wuyu_002407	越容易的爱情越容易失去
wuyu_002408	一上午又要诅丧我了
wuyu_002409	谢的呢还分类呢
wuyu_002410	昨天困了早才看到啊
wuyu_002411	也不晓得有啥消息
wuyu_002412	真是没人欢喜看饥饿者
wuyu_002413	要娶就娶杨碧雅搿个小姑娘
wuyu_002414	你今在宿舍啊
wuyu_002415	不对讲错特了是格子裙
wuyu_002416	勿来塞我拨侬买只邮递过去
wuyu_002417	馄饨整个星空等我起搞
wuyu_002418	骗人的吧侪是街坊号吧
wuyu_002419	到不要个弄啥呢
wuyu_002420	福兴烤还不香的很
wuyu_002421	熬晕奔了痴呆了
wuyu_002422	哥们你一开始老老五打鱼党
wuyu_002423	在的困 qq 阿能昆让
wuyu_002424	拿伊从记忆里开特
wuyu_002425	贝贝搿些辰光辣做啥呀
wuyu_002426	没伊个口勿来
wuyu_002427	勿打算勒外头安家啊
wuyu_002428	反正还没定下来
wuyu_002429	真的没想过过来啊
wuyu_002430	噶没的被头啦
wuyu_002431	竟在要那次歌咯
wuyu_002432	飞呀我刚看见你了
wuyu_002433	我下半天没吃饭
wuyu_002434	怕我够吃分半呢
wuyu_002435	爱侬讲欢喜跟爱有啥区别
wuyu_002436	吃力十一休息
wuyu_002437	个么吾八月份来呢
wuyu_002438	那还可以啊不少了
wuyu_002439	老婆侬也早点困高
wuyu_002440	哦我问到噶嘛
wuyu_002441	我不方便讲啊现在阿拉爷辣海
wuyu_002442	我不是随便呢
wuyu_002443	我还以为侬开店了呢
wuyu_002444	那更是回文门啊
wuyu_002445	侬饿了就骂我啥的人侪有
wuyu_002446	哦跟妹子烤鱼嘛
wuyu_002447	没啦吾就讲讲而已
wuyu_002448	晚安我等下听些故语好了
wuyu_002449	侬每天都困到几点钟啊
wuyu_002450	哦哪扫里西哦
wuyu_002451	晕啊复制的勿好看
wuyu_002452	来切磋一下嘿嘿
wuyu_002453	台北可以买到真正的蓝山咖啡吗
wuyu_002454	你那个只美眉的吗
wuyu_002455	个妹还勿想熬诶米没鱼的
wuyu_002456	个么你爱死阿伟
wuyu_002457	我没打电话回去啊
wuyu_002458	切糕会分出来然后拿手捋一捋
wuyu_002459	哦侬申请弄啊吾同意
wuyu_002460	哦金三金四五折了吧
wuyu_002461	侬特班长去买啊
wuyu_002462	迭个辰光㑚也勿恶心着
wuyu_002463	那勿想猜你讲不
wuyu_002464	嘎子啊东东过来接侬伐
wuyu_002465	吾上次侪是一捏天
wuyu_002466	吾懂点气质
wuyu_002467	午安乃特西哉
wuyu_002468	吾勒锻炼自噶呢
wuyu_002469	你总分是多少啊
wuyu_002470	活动呗那衣服放高
wuyu_002471	那告诉侬是啥啊
wuyu_002472	要买好一点的东西啊
wuyu_002473	应该会没喊哭的
wuyu_002474	三只大美女啊
wuyu_002475	算勿开别个提示
wuyu_002476	再会了小可爱
wuyu_002477	你猜后半天勿落雨呢
wuyu_002478	哦这应该是我对象改了吧
wuyu_002479	啥人自由啊要为百姓认了谢谢了
wuyu_002480	谢宝你不是怕吗
wuyu_002481	来是一年你都请我吃饭
wuyu_002482	然而早知一个猜之鬼是个梦
wuyu_002483	赚钞票肯定要赚勿要看眼门子
wuyu_002484	就辣赛达世纪大道上
wuyu_002485	侬非要淡定着每趟侪是侬
wuyu_002486	是啊下半天吃力吧
wuyu_002487	就是毕业了准备去何里工作
wuyu_002488	要得来只水鱼的
wuyu_002489	哦那侬现在了啊里的啊
wuyu_002490	吾觉着嘛银川勿适合吾
wuyu_002491	宝贝每天在很快乐
wuyu_002492	伊做啥欺负侬呀
wuyu_002493	搬来伐反正阿拉也毕业了
wuyu_002494	是不是那两个都感情出问题了
wuyu_002495	别哄我带周浦仔
wuyu_002496	要么吾让侬白相四年
wuyu_002497	为什么影响勿好啊
wuyu_002498	听同事港你哈西则
wuyu_002499	一点没喽是吧
wuyu_002500	陪侬觉觉么没事姥姥一直等你
wuyu_002501	侬上趟跟我讲过个
wuyu_002502	爱上了前女友的闺蜜作孽啊
wuyu_002503	那时间中间谁受伤了
wuyu_002504	好日脚过到头啦
wuyu_002505	个么侬看看再港
wuyu_002506	勿要身份证吗
wuyu_002507	哎呀一些人要当武将老匪啊
wuyu_002508	我的意思讲我的面孔好小
wuyu_002509	明早能去送你吗
wuyu_002510	多少辰光才能到账啊
wuyu_002511	出自布里朗尤的痛碟哈斯
wuyu_002512	哪俩啊犹豫啥题
wuyu_002513	第十七套题目弧度不会的写呀
wuyu_002514	诶叫个可以马上拍吗
wuyu_002515	诶个学期在谁呀
wuyu_002516	出名了哇一猜就中
wuyu_002517	听讲一个人报名麻烦
wuyu_002518	哦个么侬就另外寻一个
wuyu_002519	哪有我有啥
wuyu_002520	搿能点事体没办法帮阿拉
wuyu_002521	哎呀吾也想一歇吃
wuyu_002522	没事吃我短筒靴噻
wuyu_002523	夜到头问问伊
wuyu_002524	空就回家看伊
wuyu_002525	没事体还有方言嘞
wuyu_002526	得我单过咧
wuyu_002527	赶紧困伐四点叫侬
wuyu_002528	耶和华说倒皮
wuyu_002529	带洗衫去弄咋地啊
wuyu_002530	少个忍光大个少宁啊
wuyu_002531	变形金刚设计壁纸
wuyu_002532	老弟呢会分茅房呢
wuyu_002533	大家讲我讲了对伐
wuyu_002534	上个粗字啊拿尾风带
wuyu_002535	切糕喊你个宝宝
wuyu_002536	无老公是做啥儿呀
wuyu_002537	汗个再会着
wuyu_002538	搿个年纪轻的人让吾拨伊再一次机会
wuyu_002539	酷寒一只肚皮
wuyu_002540	我会单只你喺外地咧
wuyu_002541	个么挨个是我的优势
wuyu_002542	拨侬介绍部电影看
wuyu_002543	下半天班勿爽啊
wuyu_002544	我退了加哪个组
wuyu_002545	不会是被学生给气着了吧
wuyu_002546	没啥可说的啦
wuyu_002547	连上数学课瞎吃力
wuyu_002548	今朝纳出去白相子伐
wuyu_002549	如果我消失了侬会得寻我吗
wuyu_002550	总归有的愿意
wuyu_002551	这个速度有点慢啊
wuyu_002552	拿了每趟晒黑了面孔
wuyu_002553	拿双倍还是拿着熬日
wuyu_002554	没做啥了嘎些不准备困觉了
wuyu_002555	废话当然是让伊上了
wuyu_002556	不除非侬自噶提供材料
wuyu_002557	恭喜喜得七斤
wuyu_002558	真个啊夜勿头咬门伤人耶
wuyu_002559	没事当我没问过
wuyu_002560	侬希望我哪能解释
wuyu_002561	四个字带个写一个吧
wuyu_002562	真的想杀人你粉丝少伐
wuyu_002563	真拿侬没办法下趟少喝
wuyu_002564	今朝能勿能视频
wuyu_002565	我也勿记得刚子啥么子在
wuyu_002566	吃饱了辣做事体
wuyu_002567	那又何必不让我看到呢
wuyu_002568	来塞明朝㑚出来寻我
wuyu_002569	吾还勿确定阿是呢
wuyu_002570	伊拿侬也罢吾了
wuyu_002571	乃出来咬侬拿脚爪子
wuyu_002572	天作孽勿可活
wuyu_002573	选修美学帮文学
wuyu_002574	下个礼拜我也开始改你地理
wuyu_002575	搿个啊那是那啥个人啊
wuyu_002576	那我最起码找忙的做噻
wuyu_002577	对啊外北屋阿拉家的
wuyu_002578	一个下半日是用微信和你讲的
wuyu_002579	辣朋友窝里刚刚吃好饭
wuyu_002580	个么侬现在有男朋友伐
wuyu_002581	还不是每天在叫侬
wuyu_002582	儿子变乖了白天不哭闹吧
wuyu_002583	要不然你的地你都用不光的
wuyu_002584	前几日听到海里的
wuyu_002585	哎哟叫乖找批呢
wuyu_002586	粉子色拿称嘛
wuyu_002587	拿好耶在哪呢
wuyu_002588	李成康爱了侬介许多年数
wuyu_002589	还讲你勿是我啊
wuyu_002590	刚刚我也偷着掏出只菊花
wuyu_002591	我对诗歌已经没爱了
wuyu_002592	吾群里看勿到私发能看到
wuyu_002593	头上又快出血了
wuyu_002594	我本来想邀队介绍那个
wuyu_002595	刚做勿拿晚饭吃吾啊
wuyu_002596	红猫蓝兔七呀小苹果
wuyu_002597	辣室伐我汰好衣裳就去
wuyu_002598	你勿知道咋
wuyu_002599	我要最温柔的那一刀
wuyu_002600	搿搭也是风老大个
wuyu_002601	哦哟那么吴悠悠白扯了吗
wuyu_002602	是侬网速有问题吧
wuyu_002603	是吃早了哈等特些
wuyu_002604	明朝还有自考伐
wuyu_002605	一道个也忒明显着
wuyu_002606	哪哈分货不给呢
wuyu_002607	哦你这个部门吗
wuyu_002608	那勿是只妹妹吗
wuyu_002609	王阿西啊买好眼额
wuyu_002610	唉法海是啥告诉吾
wuyu_002611	辛苦啊小朋友还没下班吗
wuyu_002612	一夕回勿转来
wuyu_002613	那个电视像是被人家推特着
wuyu_002614	小白永远活辣阿拉心中
wuyu_002615	扫宁扫那懂起的嘛
wuyu_002616	搿侬还去钞票多哦
wuyu_002617	写的呢冯坤喊囡囡
wuyu_002618	我会坚持我的大学
wuyu_002619	侬会欢喜吾多久
wuyu_002620	你先搞嘞待艾米再港
wuyu_002621	是看电影侪看外国的
wuyu_002622	心肿勿开刀会的好伐
wuyu_002623	骗侬额吾勿晓得额其实
wuyu_002624	牛郎三个娃衲大人有大量
wuyu_002625	一个人失意的歌词
wuyu_002626	今朝有人上班吗
wuyu_002627	肚皮痛的嘞痛的吾来日光好
wuyu_002628	嗯不能刚刚起来
wuyu_002629	来弄到底吾勒海回家了
wuyu_002630	信于知乎于勇于知乎于
wuyu_002631	阿姨我也是岳阳的
wuyu_002632	跟侬讲宿舍没网络了
wuyu_002633	伊大概感觉侬忽略了伊伐
wuyu_002634	吾自噶一个人一个屋
wuyu_002635	你在家闷着你做什呢
wuyu_002636	手机勿是就啥样子吗
wuyu_002637	手机还没伊的嘞
wuyu_002638	讲起还是伊非要跟牢侬呀
wuyu_002639	张姐打电话有啥事体
wuyu_002640	其实也勿想问啥
wuyu_002641	不是等等说哈
wuyu_002642	我晚饭吃了你呢
wuyu_002643	还是打 qq 啊
wuyu_002644	拙政园开放时间
wuyu_002645	歌名侬有学人音
wuyu_002646	你会整个冲他动地噻
wuyu_002647	感觉搿名字怪怪额
wuyu_002648	那么是后半夜吧
wuyu_002649	没事体我就问问
wuyu_002650	三哥刚刚困醒你娘白拉倒了还
wuyu_002651	客运哥侬搿唱额是阿里出
wuyu_002652	吾搿歇吃力了该就没开电脑
wuyu_002653	老李也差能养我着吗
wuyu_002654	肯定咱就留言了留十条
wuyu_002655	你答应我拜拜
wuyu_002656	拿吾加勒黑名单了
wuyu_002657	你的新户口在刚报
wuyu_002658	实在是勿能再跟我一道就
wuyu_002659	哪能跟纳比哦
wuyu_002660	侬没抬吾头更勿用提了
wuyu_002661	为啥侬投噶许多我侪买啊
wuyu_002662	谁比我大一届吗
wuyu_002663	只是想帮侬讲明白
wuyu_002664	侬直接讲勿就好了
wuyu_002665	把手机调成离线模式
wuyu_002666	写的这然后想开这
wuyu_002667	几乎所有人都这样安慰我
wuyu_002668	刚收拾完房子洗完衣裳
wuyu_002669	勿要麻烦着每天过得开心点
wuyu_002670	吾才欢喜吃乌宁搿种蟹吃乌宁
wuyu_002671	吾啊老希望侬来
wuyu_002672	吾就只晓得打相打
wuyu_002673	我也想有广告费
wuyu_002674	诶老热拿风
wuyu_002675	来功来功我最累了
wuyu_002676	噶么贱男没感觉哇
wuyu_002677	老婆起床了我困觉了
wuyu_002678	在我旁边呢哪能了有事体
wuyu_002679	困着伐啦宝贝老婆
wuyu_002680	我都不上游戏了
wuyu_002681	侬还是勿是考入科奥
wuyu_002682	总是对我爱搭理不理的
wuyu_002683	那弄进我泡泡嘛
wuyu_002684	冒落雨是了神武降临
wuyu_002685	有事体要是打电话
wuyu_002686	叫那舍友调点糖水把侬
wuyu_002687	你放假这一个礼拜不准去
wuyu_002688	你说这样子对自己不尊重吗
wuyu_002689	你是结婚的辰光
wuyu_002690	再港吾也没噶大魅力啊
wuyu_002691	说说如何那不像游戏呢
wuyu_002692	侬现在是阿里得的呢
wuyu_002693	嗯那我求侬看嘛好不好啊
wuyu_002694	回笼觉子子
wuyu_002695	昨日勿是港下子个
wuyu_002696	用不着两班基本侪认得着
wuyu_002697	昨日夜到头侬组撒去了
wuyu_002698	谁吃啊三盒你发谱啊
wuyu_002699	那个也不是要负法律责任的
wuyu_002700	拨侬打电话哪能勿接呢
wuyu_002701	只狗都顾勿起的垃圾
wuyu_002702	已经写得勿能再相信了
wuyu_002703	侬是真的一句闲话也没吗
wuyu_002704	我的钱我永远爱你
